FID,Name,Type,r2_PCs,r2_Residuals,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel,Label
23476,Acetoacetate,Metabolites,0.00182,0.87266,0.01022,0.00705,0.00231,0.00045,0.01359,0.00286,0.0001,0.0018,0.0028,0.00217,0.08217,,,,,,,9e-78,,0.0,0.0,4e-141,2e-31,0.0,7e-179,0.3,2e-119,5e-179,3e-127,0.0,,,,,,,acet1
23477,Acetone,Metabolites,0.00303,0.88783,0.00589,0.00739,0.00302,0.00513,0.01284,0.0027,0.00175,0.00096,0.018,0.0007,0.05075,,,,,,,3e-112,,0.0,0.0,5e-184,0.0,0.0,2.0000000000000003e-165,5e-108,3e-63,0.0,7.0000000000000006e-34,0.0,,,,,,,acet2
23478,Creatinine,Metabolites,0.00322,0.65559,0.00999,0.00347,0.00453,0.01646,0.00023,0.00063,0.27791,0.00034,0.01466,0.00782,0.00513,,,,,,,4e-93,,0.0,5e-279,0.0,0.0,6e-22,4e-47,0.0,3.9999999999999996e-30,0.0,0.0,0.0,,,,,,,crea
23479,Albumin,Metabolites,0.00732,0.86209,0.01446,0.00713,0.02747,0.02442,2e-05,0.00206,0.00572,0.00232,0.03433,0.01256,0.0001,,,,,,,4e-313,,0.0,0.0,0.0,0.0,0.01,4e-129,3e-175,4e-156,0.0,0.0,1e-08,,,,,,,albu
23480,Glycoprotein Acetyls,Metabolites,0.00496,0.7779,0.01936,0.00817,0.00792,0.11269,0.00014,0.00156,0.00441,0.01219,0.02991,0.01987,0.00093,,,,,,,7e-210,,0.0,0.0,0.0,0.0,8e-12,6e-108,2e-07,0.0,0.0,0.0,4e-71,,,,,,,glyc_acet
23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,Metabolites,0.00619,0.82531,0.00739,0.00377,0.00309,0.07999,0.00192,0.00062,0.05316,0.00454,0.00422,0.00227,0.00751,,,,,,,2e-291,,3e-213,2e-244,7e-204,0.0,1e-136,4e-37,0.0,1e-317,4.999999999999999e-289,8e-143,0.0,,,,,,,conc_of_chyl_an
23482,Total Lipids in Chylomicrons and Extremely Large VLDL,Metabolites,0.00699,0.8144,0.00703,0.00398,0.00329,0.08301,0.00196,0.00072,0.05821,0.00432,0.00421,0.00315,0.00873,,,,,,,0.0,,1.9999999999999997e-191,3e-263,1.9999999999999998e-221,0.0,2e-141,2e-44,0.0,1e-306,9.999999999999999e-293,2e-206,0.0,,,,,,,T_L_in_chyl_and
23483,Phospholipids in Chylomicrons and Extremely Large VLDL,Metabolites,0.00642,0.81859,0.00729,0.00349,0.00401,0.08162,0.00161,0.00057,0.05576,0.00447,0.00455,0.00322,0.00842,,,,,,,4.999999999999999e-289,,3e-205,3e-227,5.999999999999999e-270,0.0,9.999999999999999e-116,5e-34,0.0,1e-315,3e-314,1.9999999999999998e-209,0.0,,,,,,,PL_in_chyl_and_
23484,Cholesterol in Chylomicrons and Extremely Large VLDL,Metabolites,0.00698,0.82883,0.00856,0.00363,0.00215,0.07776,0.00082,0.00051,0.05326,0.00391,0.00359,0.00208,0.00791,,,,,,,5e-310,,3.0000000000000002e-204,2e-234,7e-139,0.0,2e-59,3e-29,0.0,6.0000000000000006e-273,9e-245,2e-129,0.0,,,,,,,Chol_in_chyl_an
23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,Metabolites,0.00666,0.83304,0.00866,0.00369,0.00121,0.07487,0.00048,0.0004,0.05352,0.00353,0.00607,0.00102,0.00684,,,,,,,8e-281,,8e-178,6e-237,6.000000000000001e-75,0.0,2e-35,4e-22,0.0,2e-245,0.0,4e-58,0.0,,,,,,,chol_este_in_ch
23486,Free Cholesterol in Chylomicrons and Extremely Large VLDL,Metabolites,0.007,0.82456,0.00827,0.00352,0.00471,0.07772,0.00133,0.00064,0.05041,0.0042,0.00485,0.00382,0.00895,,,,,,,0.0,,3e-235,4e-228,0.0,0.0,2e-95,2e-38,0.0,2e-294,0.0,1e-249,0.0,,,,,,,free_Chol_in_ch
23487,Triglycerides in Chylomicrons and Extremely Large VLDL,Metabolites,0.00643,0.81913,0.00593,0.00407,0.00351,0.07985,0.00245,0.00078,0.05665,0.00417,0.00538,0.00324,0.00842,,,,,,,0.0,,3e-160,4e-267,2e-235,0.0,6e-175,5e-48,0.0,6e-294,0.0,8e-211,0.0,,,,,,,TG_in_chyl_and_
23488,Concentration of Very Large VLDL Particles,Metabolites,0.00643,0.82262,0.01132,0.0049,0.00182,0.08271,0.00147,0.00065,0.06014,0.00425,0.00213,0.00038,0.00118,,,,,,,7e-307,,0.0,1e-323,3e-117,0.0,2e-105,4.0000000000000004e-39,0.0,8.999999999999999e-299,9e-145,2e-17,9.999999999999999e-85,,,,,,,conc_of_very_l_
23489,Total Lipids in Very Large VLDL,Metabolites,0.00716,0.81628,0.01152,0.00519,0.00183,0.0858,0.00165,0.00075,0.06174,0.00405,0.00215,0.00032,0.00155,,,,,,,0.0,,0.0,0.0,4e-119,0.0,2e-119,5e-46,0.0,9.999999999999999e-288,6e-147,7e-14,5e-112,,,,,,,T_L_in_very_l_V
23490,Phospholipids in Very Large VLDL,Metabolites,0.0067,0.82747,0.01187,0.00484,0.00177,0.08027,0.00122,0.00075,0.05672,0.00388,0.00247,0.00019,0.00187,,,,,,,3e-321,,0.0,2e-317,5e-113,0.0,4e-87,2.0000000000000003e-45,0.0,2.0000000000000002e-271,3e-167,2e-06,1e-132,,,,,,,PL_in_very_l_VL
23491,Cholesterol in Very Large VLDL,Metabolites,0.00646,0.85294,0.01514,0.00475,0.00147,0.06612,0.00032,0.00081,0.04587,0.00282,0.0022,0.00029,0.00081,,,,,,,8e-294,,0.0,3e-302,5e-90,0.0,1.0000000000000001e-23,8e-48,0.0,6e-192,2e-144,2e-11,7e-57,,,,,,,Chol_in_very_l_
23492,Cholesteryl Esters in Very Large VLDL,Metabolites,0.00566,0.87232,0.01657,0.00458,0.00164,0.05422,1e-05,0.0008,0.03825,0.00205,0.00271,0.00104,0.00017,,,,,,,6e-242,,0.0,3.9999999999999995e-284,1e-98,0.0,0.04,5e-46,0.0,9e-137,2.9999999999999998e-174,3e-56,1e-12,,,,,,,chol_este_in_ve
23493,Free Cholesterol in Very Large VLDL,Metabolites,0.00686,0.8373,0.01296,0.00475,0.00188,0.07447,0.00102,0.0008,0.05163,0.00354,0.00264,0.00022,0.00192,,,,,,,0.0,,0.0,8e-308,1e-119,0.0,7e-73,2e-48,0.0,2.9999999999999998e-245,6e-177,5e-08,8e-135,,,,,,,free_Chol_in_ve
23494,Triglycerides in Very Large VLDL,Metabolites,0.00674,0.81235,0.00934,0.00513,0.00219,0.08771,0.00246,0.00065,0.06457,0.00454,0.00214,0.00053,0.00165,,,,,,,0.0,,2e-314,0.0,1e-144,0.0,3e-177,1.0000000000000001e-39,0.0,6e-323,3e-147,4e-27,1e-119,,,,,,,TG_in_very_l_VL
23495,Concentration of Large VLDL Particles,Metabolites,0.00677,0.83598,0.01276,0.00494,0.00278,0.07242,0.00137,0.00073,0.05467,0.00351,0.00208,0.00156,0.00044,,,,,,,4e-308,,0.0,4e-321,9.000000000000001e-181,0.0,5e-97,3e-43,0.0,1.9999999999999997e-243,9.999999999999999e-139,2.9999999999999997e-93,3e-32,,,,,,,conc_of_l_VLDL_
23496,Total Lipids in Large VLDL,Metabolites,0.00782,0.82892,0.0133,0.00541,0.00351,0.07397,0.00163,0.00086,0.05703,0.00315,0.0019,0.00219,0.00032,,,,,,,0.0,,0.0,0.0,7e-233,0.0,4.9999999999999997e-116,9e-53,0.0,2e-220,2e-127,6e-137,4.0000000000000004e-24,,,,,,,T_L_in_l_VLDL
23497,Phospholipids in Large VLDL,Metabolites,0.00676,0.82779,0.0125,0.00511,0.0022,0.07843,0.00118,0.00073,0.05816,0.00391,0.00158,0.00126,0.00039,,,,,,,1e-306,,0.0,0.0,8e-143,0.0,6e-85,4.999999999999999e-44,0.0,2e-273,8e-106,4e-74,5.0000000000000004e-29,,,,,,,PL_in_l_VLDL
23498,Cholesterol in Large VLDL,Metabolites,0.00663,0.85856,0.01686,0.00492,0.00214,0.05984,0.00053,0.00088,0.04337,0.00269,0.00242,0.00104,0.00012,,,,,,,2e-303,,0.0,2e-311,2e-133,0.0,2e-37,6e-52,0.0,1.9999999999999998e-182,8e-158,2e-57,5e-10,,,,,,,Chol_in_l_VLDL
23499,Cholesteryl Esters in Large VLDL,Metabolites,0.00629,0.8896,0.01868,0.00462,0.00203,0.04249,0.00028,0.00098,0.02942,0.00214,0.00245,0.00095,7e-05,,,,,,,7e-290,,0.0,9e-281,1e-121,0.0,2e-20,3e-56,0.0,9e-140,4.9999999999999995e-154,1.0000000000000001e-49,3e-06,,,,,,,chol_este_in_l_
23500,Free Cholesterol in Large VLDL,Metabolites,0.00657,0.83228,0.0142,0.005,0.0022,0.07431,0.00076,0.00076,0.05698,0.00333,0.00235,0.00108,0.00017,,,,,,,3e-293,,0.0,0.0,4.9999999999999995e-142,0.0,4e-55,5e-46,0.0,3e-232,2e-158,1e-61,1e-13,,,,,,,free_Chol_in_l_
23501,Triglycerides in Large VLDL,Metabolites,0.00773,0.82941,0.01029,0.0053,0.00555,0.07123,0.00252,0.00082,0.05836,0.00301,0.00181,0.00359,0.00036,,,,,,,0.0,,1e-319,0.0,0.0,0.0,4e-178,1.9999999999999998e-50,0.0,3e-210,2e-121,1e-232,9.999999999999999e-27,,,,,,,TG_in_l_VLDL
23502,Concentration of Medium VLDL Particles,Metabolites,0.00569,0.91856,0.02284,0.00427,0.00333,0.01859,0.0,0.00122,0.01546,0.0012,0.00601,0.00277,7e-05,,,,,,,1e-273,,0.0,1e-249,3e-198,0.0,0.3,4e-69,1e-175,4e-76,0.0,5.0000000000000005e-158,7e-06,,,,,,,conc_of_m_VLDL_
23503,Total Lipids in Medium VLDL,Metabolites,0.00743,0.89909,0.02233,0.00489,0.00477,0.02954,0.00035,0.00123,0.01967,0.00137,0.00427,0.00507,0.0,,,,,,,0.0,,0.0,4e-295,4e-294,0.0,3e-24,2e-71,0.0,9e-89,6.999999999999999e-269,0.0,0.7,,,,,,,T_L_in_m_VLDL
23504,Phospholipids in Medium VLDL,Metabolites,0.00566,0.9235,0.02347,0.0043,0.00309,0.01586,1e-05,0.00122,0.01376,0.00126,0.00499,0.00287,2e-05,,,,,,,2e-277,,0.0,2e-250,4.9999999999999996e-182,0.0,0.1,1e-68,4.0000000000000004e-60,2e-79,2e-306,3e-163,0.008,,,,,,,PL_in_m_VLDL
23505,Cholesterol in Medium VLDL,Metabolites,0.00311,0.94159,0.02128,0.00324,0.00187,4e-05,0.00054,0.00117,0.01918,0.00176,0.00449,0.00127,0.00047,,,,,,,5e-149,,0.0,1e-181,1e-104,0.001,4e-35,3e-64,0.0,3e-109,7e-270,2e-64,9.999999999999999e-31,,,,,,,Chol_in_m_VLDL
23506,Cholesteryl Esters in Medium VLDL,Metabolites,0.00189,0.93316,0.01778,0.00281,0.00134,0.00331,0.00122,0.00102,0.02991,0.00269,0.00352,0.00069,0.00067,,,,,,,4e-79,,0.0,4e-157,2e-73,1e-207,7e-78,1e-55,0.0,2e-167,1.0000000000000001e-212,6e-32,1e-43,,,,,,,chol_este_in_m_
23507,Free Cholesterol in Medium VLDL,Metabolites,0.00484,0.93367,0.02374,0.00397,0.00262,0.00793,4e-05,0.00124,0.01288,0.00116,0.0057,0.00201,0.00021,,,,,,,8e-241,,0.0,2e-227,4e-151,0.0,0.0005,3e-69,3e-05,9e-73,0.0,3e-109,2e-14,,,,,,,free_Chol_in_m_
23508,Triglycerides in Medium VLDL,Metabolites,0.00823,0.84591,0.01492,0.0053,0.00666,0.06029,0.00194,0.00088,0.04302,0.00276,0.00284,0.00711,0.00014,,,,,,,0.0,,0.0,0.0,0.0,0.0,9e-135,8e-53,0.0,7.999999999999999e-190,5e-189,0.0,4e-11,,,,,,,TG_in_m_VLDL
23509,Concentration of Small VLDL Particles,Metabolites,0.00576,0.89091,0.02183,0.0046,0.0027,0.04007,0.00036,0.0009,0.02265,0.00257,0.00352,0.00412,2e-05,,,,,,,5e-245,,0.0,6.9999999999999994e-279,7e-164,0.0,1.9999999999999998e-25,2e-51,0.0,3e-167,9.999999999999999e-223,2e-249,0.007,,,,,,,conc_of_s_VLDL_
23510,Total Lipids in Small VLDL,Metabolites,0.00632,0.88974,0.02417,0.0048,0.00306,0.03948,0.00035,0.00096,0.02044,0.00238,0.00394,0.00433,4e-05,,,,,,,1.9999999999999999e-286,,0.0,1.9999999999999999e-292,1.0000000000000001e-187,0.0,3e-24,5e-55,0.0,8e-156,2e-250,2e-263,0.0005,,,,,,,T_L_in_s_VLDL
23511,Phospholipids in Small VLDL,Metabolites,0.00487,0.91833,0.02438,0.00412,0.00292,0.01945,1e-05,0.00108,0.01355,0.00138,0.00559,0.00414,0.00018,,,,,,,1.9999999999999998e-221,,0.0,9e-241,8e-173,0.0,0.1,2.0000000000000002e-60,1.0000000000000001e-75,7e-88,0.0,7.999999999999999e-243,3e-13,,,,,,,PL_in_s_VLDL
23512,Cholesterol in Small VLDL,Metabolites,0.00375,0.92964,0.02307,0.00373,0.00158,0.01603,0.00027,0.00094,0.01262,0.00144,0.0048,0.00168,0.00047,,,,,,,1e-181,,0.0,1e-213,2.0000000000000001e-88,0.0,7e-19,3e-51,2e-35,2e-90,1.9999999999999999e-292,6e-90,5e-31,,,,,,,Chol_in_s_VLDL
23513,Cholesteryl Esters in Small VLDL,Metabolites,0.00359,0.925,0.02236,0.00377,0.0014,0.02223,0.00026,0.00086,0.01374,0.00171,0.00382,0.00098,0.00028,,,,,,,8e-176,,0.0,2e-217,4e-78,0.0,6e-18,5.999999999999999e-47,8e-137,7e-108,5e-233,7e-49,3e-19,,,,,,,chol_este_in_s_
23514,Free Cholesterol in Small VLDL,Metabolites,0.00371,0.93406,0.02327,0.00361,0.00245,0.00693,0.0003,0.00108,0.0126,0.00108,0.00671,0.0033,0.0009,,,,,,,5e-178,,0.0,1e-205,4e-141,0.0,2e-20,3e-59,3e-23,1e-67,0.0,2.0000000000000003e-187,1e-57,,,,,,,free_Chol_in_s_
23515,Triglycerides in Small VLDL,Metabolites,0.00703,0.85369,0.01831,0.00489,0.00427,0.06036,0.00293,0.00068,0.03406,0.00423,0.00235,0.00577,0.00143,,,,,,,2e-288,,0.0,2e-311,1.9999999999999998e-276,0.0,8e-201,4.0000000000000004e-39,0.0,6e-287,4e-154,0.0,5.0000000000000005e-99,,,,,,,TG_in_s_VLDL
23516,Concentration of Very Small VLDL Particles,Metabolites,0.00376,0.92209,0.02599,0.00379,0.00296,0.00509,0.0,0.00103,0.02848,0.00176,0.00331,0.00023,0.0015,,,,,,,5e-199,,0.0,2e-219,1.9999999999999998e-174,2e-321,0.4,2e-57,0.0,3e-111,9e-202,3e-07,2.9999999999999997e-96,,,,,,,conc_of_very_s_
23517,Total Lipids in Very Small VLDL,Metabolites,0.0046,0.91303,0.0266,0.00398,0.00328,0.00482,5e-05,0.00113,0.03267,0.00182,0.0043,0.00024,0.00347,,,,,,,1e-251,,0.0,1.0000000000000001e-233,3.0000000000000004e-196,2.0000000000000002e-307,0.0001,6.999999999999999e-64,0.0,2.9999999999999997e-116,1e-266,5e-08,1.9999999999999998e-222,,,,,,,T_L_in_very_s_V
23518,Phospholipids in Very Small VLDL,Metabolites,0.00448,0.91471,0.02573,0.00347,0.00333,0.00888,1e-05,0.00104,0.02482,0.00248,0.00708,0.00024,0.00374,,,,,,,1e-242,,0.0,2e-201,6e-199,0.0,0.1,4e-58,0.0,2e-157,0.0,1e-07,2e-238,,,,,,,PL_in_very_s_VL
23519,Cholesterol in Very Small VLDL,Metabolites,0.00371,0.8967,0.02033,0.00378,0.00408,0.00055,3e-05,0.0012,0.062,0.00128,0.00351,0.00066,0.00219,,,,,,,3e-169,,0.0,3e-225,3e-251,2e-37,0.006,8.999999999999999e-70,0.0,2e-83,1e-220,2e-31,2e-143,,,,,,,Chol_in_very_s_
23520,Cholesteryl Esters in Very Small VLDL,Metabolites,0.00355,0.88526,0.01793,0.00382,0.00405,0.00288,2e-05,0.00117,0.07329,0.00137,0.00338,0.00083,0.00246,,,,,,,1.0000000000000001e-145,,0.0,4.9999999999999997e-231,2.9999999999999995e-252,8.999999999999999e-191,0.03,4e-69,0.0,1e-90,4e-215,5e-42,4.0000000000000003e-163,,,,,,,chol_este_in_v1
23521,Free Cholesterol in Very Small VLDL,Metabolites,0.004,0.91631,0.02567,0.00358,0.0039,0.00258,6e-05,0.00117,0.03561,0.00154,0.00381,0.00035,0.00143,,,,,,,3e-209,,0.0,2e-207,6e-234,4.0000000000000005e-165,4e-05,2.0000000000000002e-66,0.0,3e-98,6e-235,4e-13,9e-93,,,,,,,free_Chol_in_v1
23522,Triglycerides in Very Small VLDL,Metabolites,0.00496,0.88723,0.02612,0.0041,0.00188,0.04931,0.00137,0.00061,0.0082,0.0062,0.00279,0.00368,0.00354,,,,,,,3e-250,,0.0,4e-248,3e-112,0.0,1.9999999999999998e-91,1e-33,9.999999999999999e-194,0.0,3e-176,5.999999999999999e-222,2e-232,,,,,,,TG_in_very_s_VL
23523,Concentration of IDL Particles,Metabolites,0.00236,0.93118,0.01973,0.00338,0.00173,0.0,0.00045,0.00098,0.03368,0.00103,0.00531,0.00016,2e-05,,,,,,,2e-114,,0.0,3.9999999999999996e-192,1.9999999999999998e-97,0.5,9e-30,2e-53,0.0,6e-65,0.0,0.0004,0.03,,,,,,,conc_of_IDL_par
23524,Total Lipids in IDL,Metabolites,0.00274,0.88034,0.01967,0.00379,0.0022,0.00625,0.00034,0.00108,0.07261,0.00077,0.00856,0.00155,9e-05,,,,,,,6e-118,,0.0,9e-231,4e-134,0.0,2.0000000000000002e-24,1.9999999999999999e-63,0.0,2e-51,0.0,6e-88,1e-07,,,,,,,T_L_in_IDL
23525,Phospholipids in IDL,Metabolites,0.00262,0.88339,0.02011,0.00358,0.002,0.00576,0.0004,0.00105,0.07321,0.00099,0.00521,0.00137,0.00029,,,,,,,3e-113,,0.0,3e-216,1e-120,0.0,2.0000000000000002e-28,1e-61,0.0,7e-66,0.0,5.999999999999999e-76,5e-21,,,,,,,PL_in_IDL
23526,Cholesterol in IDL,Metabolites,0.00244,0.87466,0.0173,0.00365,0.00203,0.01097,0.00047,0.00104,0.07485,0.00119,0.01025,0.00114,0.0,,,,,,,2.0000000000000001e-88,,0.0,4e-223,9.000000000000001e-124,0.0,6e-33,2e-61,0.0,2e-79,0.0,1e-62,0.7,,,,,,,Chol_in_IDL
23527,Cholesteryl Esters in IDL,Metabolites,0.00247,0.87558,0.01713,0.0037,0.00214,0.01043,0.00026,0.00107,0.0748,0.00098,0.00952,0.00189,3e-05,,,,,,,6.999999999999999e-97,,0.0,7e-226,9.999999999999999e-131,0.0,6e-19,9.999999999999999e-64,0.0,1e-65,0.0,1e-109,0.002,,,,,,,chol_este_in_ID
23528,Free Cholesterol in IDL,Metabolites,0.00218,0.8752,0.01798,0.00352,0.00286,0.01063,0.00143,0.00097,0.07063,0.00165,0.01243,0.00033,0.00017,,,,,,,2e-59,,0.0,3e-214,9e-178,0.0,3.9999999999999996e-97,8e-57,0.0,5e-110,0.0,2e-13,4e-13,,,,,,,free_Chol_in_ID
23529,Triglycerides in IDL,Metabolites,0.00387,0.90112,0.02908,0.00353,0.0021,0.03524,0.00054,0.00057,0.00645,0.00693,0.00239,0.00477,0.0034,,,,,,,6.999999999999999e-209,,0.0,4e-208,4.0000000000000006e-124,0.0,2e-36,1.9999999999999998e-30,3.9999999999999997e-25,0.0,4e-148,3.9999999999999995e-287,3e-220,,,,,,,TG_in_IDL
23530,Concentration of Large LDL Particles,Metabolites,0.00222,0.93963,0.02119,0.00283,0.00307,0.00024,0.0008,0.00099,0.01704,0.00109,0.00411,0.00619,0.00061,,,,,,,2e-90,,0.0,5e-157,1e-177,2e-16,3e-51,1e-53,0.0,1e-67,3.0000000000000004e-247,0.0,3e-39,,,,,,,conc_of_l_LDL_p
23531,Total Lipids in Large LDL,Metabolites,0.00176,0.89773,0.02308,0.00345,0.00552,0.00104,0.00092,0.001,0.03086,0.00041,0.02337,0.00838,0.00247,,,,,,,3e-88,,0.0,2e-204,0.0,3e-69,4e-61,3e-57,0.0,3e-27,0.0,0.0,8.000000000000001e-162,,,,,,,T_L_in_l_LDL
23532,Phospholipids in Large LDL,Metabolites,0.00143,0.90657,0.02234,0.00333,0.00363,0.0005,0.0014,0.00098,0.0282,0.00054,0.02368,0.00457,0.00281,,,,,,,2.0000000000000002e-72,,0.0,7e-195,5e-220,5e-34,8e-92,1e-55,0.0,3e-35,0.0,3.0000000000000003e-273,4.9999999999999996e-182,,,,,,,PL_in_l_LDL
23533,Cholesterol in Large LDL,Metabolites,0.0016,0.89328,0.02188,0.00336,0.00596,0.00282,0.00091,0.00098,0.03278,0.00063,0.02399,0.00899,0.00282,,,,,,,5e-76,,0.0,9.999999999999999e-200,0.0,4e-185,4e-61,3e-56,0.0,9e-42,0.0,0.0,3e-185,,,,,,,Chol_in_l_LDL
23534,Cholesteryl Esters in Large LDL,Metabolites,0.00177,0.89525,0.02283,0.00343,0.00706,0.00113,0.00069,0.00104,0.02874,0.00042,0.02402,0.01097,0.00265,,,,,,,4.0000000000000003e-88,,0.0,2e-203,0.0,3.0000000000000004e-75,9e-47,4.0000000000000004e-60,0.0,8.000000000000001e-28,0.0,0.0,2e-173,,,,,,,chol_este_in_l1
23535,Free Cholesterol in Large LDL,Metabolites,0.00128,0.88564,0.0186,0.00319,0.0034,0.00983,0.00168,0.00083,0.04339,0.00133,0.02313,0.00449,0.00322,,,,,,,2.9999999999999998e-40,,0.0,1.9999999999999998e-190,1e-210,0.0,8.0000000000000005e-112,5e-47,0.0,8.000000000000001e-88,0.0,1.0000000000000001e-274,2.0000000000000002e-212,,,,,,,free_Chol_in_l1
23536,Triglycerides in Large LDL,Metabolites,0.0034,0.89536,0.02893,0.00342,0.00324,0.03845,4e-05,0.00056,0.00737,0.00769,0.00355,0.00729,0.0007,,,,,,,4e-175,,0.0,3e-202,5e-197,0.0,0.0007,7.999999999999999e-30,2e-10,0.0,4e-223,0.0,2e-47,,,,,,,TG_in_l_LDL
23537,Concentration of Medium LDL Particles,Metabolites,0.00302,0.91843,0.02358,0.00358,0.00289,0.00748,0.00043,0.00096,0.01345,0.00068,0.02101,0.00135,0.00315,,,,,,,4e-157,,0.0,5e-207,1e-170,0.0,6e-29,1e-53,3e-26,1e-43,0.0,4e-71,2e-200,,,,,,,conc_of_m_LDL_p
23538,Total Lipids in Medium LDL,Metabolites,0.00261,0.90203,0.025,0.00366,0.0061,0.00695,0.00085,0.001,0.01343,0.00035,0.02522,0.00832,0.00448,,,,,,,2.9999999999999998e-133,,0.0,2e-216,0.0,0.0,9.999999999999999e-57,6e-57,3e-06,6e-23,0.0,0.0,8.999999999999999e-290,,,,,,,T_L_in_m_LDL
23539,Phospholipids in Medium LDL,Metabolites,0.00192,0.90445,0.02334,0.0034,0.00686,0.00593,0.00102,0.00098,0.01227,0.0003,0.02392,0.01066,0.00495,,,,,,,1e-87,,0.0,1.9999999999999997e-199,0.0,0.0,2e-67,2.9999999999999998e-55,1e-05,4e-20,0.0,0.0,4e-319,,,,,,,PL_in_m_LDL
23540,Cholesterol in Medium LDL,Metabolites,0.00251,0.90459,0.02453,0.00358,0.00572,0.00493,0.00096,0.001,0.01327,0.00029,0.02647,0.00717,0.00499,,,,,,,4e-132,,0.0,1e-210,0.0,1e-317,3e-63,4.9999999999999996e-57,0.7,4e-19,0.0,0.0,1e-321,,,,,,,Chol_in_m_LDL
23541,Cholesteryl Esters in Medium LDL,Metabolites,0.00344,0.90145,0.02517,0.00397,0.00548,0.01053,0.00063,0.00104,0.0146,0.00042,0.02313,0.00655,0.00359,,,,,,,6.0000000000000005e-183,,0.0,5e-236,0.0,0.0,2.9999999999999996e-42,3e-59,3e-50,1e-27,0.0,0.0,1e-232,,,,,,,chol_este_in_m1
23542,Free Cholesterol in Medium LDL,Metabolites,0.00069,0.9035,0.01975,0.00269,0.00566,0.00044,0.00199,0.00085,0.01477,0.00076,0.03216,0.00788,0.00887,,,,,,,3.9999999999999996e-26,,0.0,3e-155,0.0,3e-30,1e-129,2e-47,3e-320,4.0000000000000005e-49,0.0,0.0,0.0,,,,,,,free_Chol_in_m1
23543,Triglycerides in Medium LDL,Metabolites,0.00436,0.87859,0.02362,0.00341,0.0033,0.05078,0.00019,0.00052,0.01707,0.00669,0.00457,0.00646,0.00042,,,,,,,2e-196,,0.0,8e-206,1e-204,0.0,4e-14,3e-28,0.0,0.0,4e-294,0.0,3e-29,,,,,,,TG_in_m_LDL
23544,Concentration of Small LDL Particles,Metabolites,0.00318,0.93229,0.02334,0.00344,0.0026,0.00696,0.00018,0.00094,0.01269,0.00111,0.01025,0.00184,0.00119,,,,,,,3e-146,,0.0,2e-195,3e-150,0.0,4e-13,3e-51,3e-08,1e-69,0.0,1e-99,9e-76,,,,,,,conc_of_s_LDL_p
23545,Total Lipids in Small LDL,Metabolites,0.00298,0.92424,0.02372,0.00318,0.0049,0.00486,0.00066,0.00099,0.01243,0.00073,0.01085,0.00782,0.00265,,,,,,,2e-136,,0.0,3.0000000000000003e-181,6.999999999999999e-294,3e-306,2e-43,5e-55,0.4,3e-46,0.0,0.0,2e-168,,,,,,,T_L_in_s_LDL
23546,Phospholipids in Small LDL,Metabolites,0.00257,0.93679,0.02014,0.00265,0.00565,0.00142,0.00074,0.00096,0.01033,0.00098,0.00253,0.01176,0.00349,,,,,,,2e-106,,0.0,2e-146,0.0,9e-90,8e-48,2e-52,5.999999999999999e-44,1e-61,4e-151,0.0,1e-217,,,,,,,PL_in_s_LDL
23547,Cholesterol in Small LDL,Metabolites,0.00245,0.92129,0.02357,0.00314,0.00461,0.00316,0.00098,0.00096,0.01266,0.00056,0.01715,0.00617,0.00331,,,,,,,1e-113,,0.0,2e-179,4e-277,1e-200,9.999999999999999e-64,2e-53,0.004,4e-36,0.0,0.0,3e-210,,,,,,,Chol_in_s_LDL
23548,Cholesteryl Esters in Small LDL,Metabolites,0.0035,0.91675,0.02502,0.00352,0.00415,0.00815,0.00065,0.00098,0.01418,0.00063,0.01576,0.00527,0.00146,,,,,,,1e-170,,0.0,5e-204,2e-249,0.0,4e-43,1.9999999999999998e-54,6e-21,2.9999999999999998e-40,0.0,0.0,2e-94,,,,,,,chol_este_in_s1
23549,Free Cholesterol in Small LDL,Metabolites,0.00057,0.92341,0.01625,0.00202,0.00546,0.00148,0.00184,0.00079,0.01135,0.00134,0.01777,0.0074,0.01034,,,,,,,3e-11,,0.0,9.999999999999999e-111,0.0,6e-95,3e-117,9.999999999999999e-43,9e-255,9.999999999999999e-85,0.0,0.0,0.0,,,,,,,free_Chol_in_s1
23550,Triglycerides in Small LDL,Metabolites,0.00627,0.86724,0.01698,0.00356,0.00224,0.05936,0.00154,0.0005,0.02888,0.00539,0.00262,0.00235,0.00308,,,,,,,1e-280,,0.0,4.999999999999999e-218,3e-138,0.0,6e-105,2e-27,0.0,0.0,5e-169,2e-140,8e-207,,,,,,,TG_in_s_LDL
